id,calories,proteins,fat,carbohydrate,name,label
1210,300.0,28.3,4.8,53.6,Teh hijau daun kering,Vegan
1211,299.0,24.1,3.5,59.0,Teh melati daun kering,Vegan
1212,34.0,2.0,0.1,7.9,Tekokak,Vegan
1213,294.0,8.3,1.7,72.6,Tekokak kering,Vegan
1214,53.0,1.9,0.9,9.4,Tekwan,Non-Vegetarian
1215,162.0,12.8,11.5,0.7,Telur Ayam,Non-Vegetarian
1216,361.0,19.3,31.9,0.7,Telur Ayam bagian kuning,Non-Vegetarian
1217,50.0,10.8,0.0,0.8,Telur Ayam bagian putih,Non-Vegetarian
1218,383.0,15.1,32.9,8.3,Telur Ayam ceplok,Non-Vegetarian
1219,251.0,16.3,19.4,1.4,Telur Ayam dadar,Non-Vegetarian
1220,179.0,13.6,13.3,4.4,Telur ayam kampung ,Non-Vegetarian
1221,386.0,17.0,35.0,0.8,Telur bebek bagian kuning segar,Non-Vegetarian
1222,54.0,11.0,0.0,0.8,Telur Bebek bagian putih,Non-Vegetarian
1223,54.0,11.0,0.0,0.8,Telur bebek bagian putih segar,Non-Vegetarian
1224,320.0,15.1,30.5,0.9,Telur Bebek ceplok,Non-Vegetarian
1225,301.0,20.0,23.7,0.0,Telur Bebek dadar,Non-Vegetarian
1226,187.0,10.9,12.4,7.9,Telur bebek tambak segar,Non-Vegetarian
1227,195.0,13.6,13.6,1.4,Telur Bebek telur asin,Non-Vegetarian
1228,116.0,10.7,7.0,1.6,Telur burung puyuh segar,Non-Vegetarian
1229,144.0,12.0,10.2,0.0,Telur Penyu,Non-Vegetarian
1230,425.0,31.0,28.0,10.0,Telur Terubuk,Non-Vegetarian
1231,119.0,4.4,3.5,18.3,Tempe bongkrek,Vegan
1232,73.0,5.7,1.3,4.2,Tempe Gembus,Vegan
1233,76.0,6.8,0.7,10.6,Tempe gembus yogya,Vegan
1234,328.0,18.4,23.2,12.8,Tempe Goreng ,Vegan
1235,139.0,12.5,0.8,21.9,Tempe kacang babi,Vegan
1236,212.0,17.5,10.0,12.9,Tempe kacang belimbing,Vegan
1237,143.0,12.0,5.5,11.4,Tempe kedelai + jagung,Vegan
1238,350.0,24.5,26.6,10.4,Tempe kedelai murni goreng,Vegan
1239,201.0,20.8,8.8,13.5,Tempe kedelai murni mentah,Vegan
1240,141.0,10.2,1.3,23.2,Tempe koro benguk,Vegan
1241,146.0,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit,Vegan
1242,131.0,18.0,0.8,13.0,Tempe lamtoro var. gung tanpa kulit,Vegan
1243,150.0,14.0,7.7,9.1,Tempe pasar segar,Vegan
1244,336.0,20.0,28.0,7.8,Tempe pasar goreng,Vegan
1245,240.0,6.0,2.7,49.3,Tempe Sayur ,Vegan
1246,110.0,1.7,1.3,21.9,Tempoya,Vegan
1247,126.0,1.1,2.2,25.7,Tempuyak,Vegan
1248,355.0,0.7,0.2,85.2,Tepung Arrowroot,Vegan
1249,364.0,7.0,0.5,80.0,Tepung Beras,Vegan
1250,353.0,7.0,0.5,80.0,Tepung beras mentah,Vegan
1251,353.0,0.8,1.7,83.6,Tepung Ganyong,Vegan
1252,363.0,1.1,0.5,88.2,Tepung Gaplek,Vegan
1253,355.0,0.7,0.2,85.2,Tepung Garut (arrowroot),Vegan
1254,364.0,4.5,1.0,83.5,Tepung Hunkwee,Vegan
1255,316.0,60.1,6.5,22.4,Tepung Ikan,Non-Vegetarian
1256,355.0,9.2,3.9,73.7,Tepung Jagung Kuning,Vegan
1257,355.0,9.2,3.9,73.7,Tepung jagung putih,Vegan
1258,388.0,19.0,7.5,61.2,Tepung Jalejo,Vegan
1259,347.0,35.9,20.6,29.9,Tepung Kacang Kedelai,Vegan
1260,347.0,0.3,0.1,85.6,Tepung Kentang,Vegan
1261,350.0,1.2,0.6,85.0,Tepung Mocaf,Vegan
1262,338.0,2.9,0.4,80.6,Tepung Pisang,Vegan
1263,353.0,0.7,0.2,84.7,Tepung Sagu,Vegan
1264,326.0,4.0,0.4,76.7,Tepung Sente,Vegan
1265,363.0,1.1,0.5,88.2,Tepung singkong/ Tapioka,Vegan
1266,353.0,2.9,0.5,84.4,Tepung Sukun,Vegan
1267,509.0,24.6,30.0,36.2,Tepung Susu,Vegan
1268,418.0,19.0,9.0,65.5,Tepung Susu Asam untuk bayi,Vegan
1269,362.0,35.6,1.0,52.0,Tepung Susu Skim,Vegan
1270,332.0,5.7,0.6,76.1,Tepung Tales Beneng,Vegan
1271,365.0,8.9,1.3,77.3,Tepung Terigu,Vegan
1272,354.0,2.8,0.6,84.4,Tepung Ubi Ungu,Vegan
1273,155.0,22.3,2.9,9.9,Terasi,Non-Vegetarian
1274,191.0,33.1,3.6,6.6,Terasi dobo,Non-Vegetarian
1275,174.0,30.0,3.5,3.5,Terasi Merah,Non-Vegetarian
1276,174.0,30.0,3.5,5.6,Terasi merah,Non-Vegetarian
1277,365.0,23.7,22.3,17.5,Teri balado masakan,Non-Vegetarian
1278,462.0,39.1,32.4,3.5,Teripang dendeng mentah,Non-Vegetarian
1279,24.0,1.1,0.2,5.5,Terong,Vegan
1280,285.0,4.3,25.7,9.5,Terong + Oncom makanan,Vegan
1281,39.0,2.3,1.9,2.0,Terong Asam,Vegan
1282,48.0,1.5,0.3,11.3,Terong Belanda,Vegan
1283,45.0,1.9,0.8,7.5,Terong hintalo segar,Vegan
1284,23.0,1.8,0.1,4.9,Terong kukus,Vegan
1285,28.0,1.1,0.2,5.5,Terong segar,Vegan
1286,52.0,2.1,1.1,8.6,Terung belanda segar,Vegan
1287,52.0,1.1,0.4,11.2,Terung bengkulu segar,Vegan
1288,25.0,2.1,0.1,5.3,Terung panjang,Vegan
1289,23.0,1.8,0.1,4.9,Terung panjang kukus,Vegan
1290,59.0,2.9,0.3,13.9,Tespong daun,Vegan
1291,120.0,2.4,0.4,26.0,Tim (nasi tim),Vegan
1292,33.0,1.2,1.3,4.1,Tinira ninahu nggaluku,Vegan
1293,516.0,17.7,49.5,0.0,Tinoransak masakan,Non-Vegetarian
1294,355.0,6.2,1.2,79.8,Tipa-tipa,Vegan
1295,353.0,2.4,1.1,83.4,Tiwul  ,Vegan
1296,395.0,3.2,8.5,76.5,Tiwul Instan,Vegan
1297,392.0,5.4,28.5,28.4,Toge -Tahu makanan,Vegan
1298,93.6,4.4,1.8,15.1,Toge Goreng ,Vegan
1299,23.0,2.9,0.2,4.1,Toge kacang ijo,Vegan
1300,35.0,5.0,0.2,5.8,Toge kacang tunggak,Vegan
1301,67.0,9.0,2.6,6.4,Toge kedelai,Vegan
1302,28.0,3.0,0.8,4.0,Toge seduh,Vegan
1303,20.0,1.0,0.2,3.5,Tomat air (juice) segar,Vegan
1304,20.0,1.0,0.3,4.2,Tomat Masak,Vegan
1305,24.0,1.3,0.5,4.7,Tomat merah segar,Vegan
1306,24.0,2.0,0.7,3.3,Tomat muda segar,Vegan
1307,189.0,11.3,15.7,0.6,Tumis bandeng,Non-Vegetarian
1308,48.0,1.4,4.2,2.6,Tumis bayam bersantan,Vegetarian
1309,186.0,1.9,0.2,44.3,Ubi Cilembu,Vegan
1310,160.0,3.7,1.3,55.3,Ubi Jalar Goreng ,Vegan
1311,100.0,0.7,0.3,23.8,Ubi jalar kuning kukus,Vegan
1312,119.0,0.5,0.4,25.1,Ubi jalar kuning segar,Vegan
1313,83.0,1.5,0.2,18.8,Ubi jalar manis segar,Vegan
1314,123.0,1.8,0.7,27.9,Ubi Jalar Merah,Vegan
1315,151.0,1.6,0.3,35.4,Ubi jalar merah segar,Vegan
1316,123.0,1.8,0.7,27.9,Ubi Jalar Putih,Vegan
1317,114.0,1.4,9.6,25.6,Ubi Jalar Rebus,Vegan
1318,184.0,1.4,0.3,22.5,Ubi Jalar Sayur,Vegan
1319,108.0,0.5,0.4,25.6,Ubi jalar tinta/ kemayung,Vegan
1320,165.0,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus,Vegan
1321,82.0,5.8,1.3,11.7,Uceng/ bunga melinjo segar,Vegan
1322,56.0,11.4,0.6,1.2,Udang besar segar,Non-Vegetarian
1323,81.0,16.5,0.3,3.0,Udang galah segar,Non-Vegetarian
1324,295.0,62.4,2.3,1.8,Udang kering,Non-Vegetarian
1325,278.0,62.6,4.1,2.2,Udang kering mentah,Non-Vegetarian
1326,273.0,47.8,3.8,12.5,Udang papay mentah,Non-Vegetarian
1327,91.0,21.0,0.2,0.1,Udang segar,Non-Vegetarian
1328,380.0,11.9,30.3,14.9,Ulat sagu panggang,Non-Vegetarian
1329,241.0,5.8,21.6,5.8,Ulat sagu segar,Non-Vegetarian
1330,120.0,2.8,0.5,82.3,Umbi Uwi segar,Vegan
1331,34.0,2.4,0.3,5.5,Umbut rotan,Vegan
1332,130.0,14.0,7.2,1.5,Usus Sapi,Non-Vegetarian
1333,101.0,2.0,0.2,19.8,Uwi,Vegan
1334,363.0,8.7,0.4,78.7,Vermicelli,Vegan
1335,303.0,6.3,2.7,63.3,Wajit camilan,Vegan
1336,45.0,0.8,0.9,8.1,Waluh balamak,Vegan
1337,424.0,1.3,10.7,80.7,Widaran,Vegan
1338,568.0,19.3,51.1,18.1,Wijen,Vegan
1339,355.0,3.2,15.1,51.4,Wingko babat,Vegan
1340,143.0,3.1,7.8,15.0,Woku ubi,Vegan
1341,452.0,14.5,42.3,2.3,Worst (sosis daging),Non-Vegetarian
1342,42.0,1.2,0.6,9.3,Wortel Segar,Vegan
1343,37.0,1.0,0.6,8.3,Wortel kukus,Vegan
1344,28.0,0.7,0.5,6.3,Wortel rebus,Vegan
1345,254.0,3.0,1.1,58.1,Yangko,Vegan
1346,52.0,3.3,2.5,4.0,Yoghurt,Vegetarian
